agency_cd,site_no,parameter_cd,ts_id,year_nu,month_nu,mean_va
USGS,8039300,62614,132825,2003,2,165.341
USGS,8039300,62614,132825,2003,3,169.033
USGS,8039300,62614,132825,2003,4,166.268
USGS,8039300,62614,132825,2003,5,164.609
USGS,8039300,62614,132825,2003,6,163.857
USGS,8039300,62614,132825,2003,7,163.909
USGS,8039300,62614,132825,2003,8,162.558
USGS,8039300,62614,132825,2003,9,160.988
USGS,8039300,62614,132825,2003,10,159.508
USGS,8039300,62614,132825,2003,11,158.855
USGS,8039300,62614,132825,2003,12,159.364
USGS,8039300,62614,132825,2004,1,160.205
USGS,8039300,62614,132825,2004,2,164.443
USGS,8039300,62614,132825,2004,3,167.526
USGS,8039300,62614,132825,2004,4,166.18
USGS,8039300,62614,132825,2004,5,167.707
USGS,8039300,62614,132825,2004,6,166.464
USGS,8039300,62614,132825,2004,7,165.724
USGS,8039300,62614,132825,2004,8,162.928
USGS,8039300,62614,132825,2004,9,161.479
USGS,8039300,62614,132825,2004,10,160.982
USGS,8039300,62614,132825,2004,11,162.289
USGS,8039300,62614,132825,2004,12,166.397
USGS,8039300,62614,132825,2005,1,164.632
USGS,8039300,62614,132825,2005,2,166.574
USGS,8039300,62614,132825,2005,3,166.329
USGS,8039300,62614,132825,2005,4,165.106
USGS,8039300,62614,132825,2005,5,164.373
USGS,8039300,62614,132825,2005,6,163.619
USGS,8039300,62614,132825,2005,7,162.703
USGS,8039300,62614,132825,2005,8,161.599
USGS,8039300,62614,132825,2005,9,160.443
USGS,8039300,62614,132825,2005,10,160.604
USGS,8039300,62614,132825,2005,11,159.65
USGS,8039300,62614,132825,2005,12,159.434
USGS,8039300,62614,132825,2006,1,159.535
USGS,8039300,62614,132825,2006,2,161.323
USGS,8039300,62614,132825,2006,3,162.297
USGS,8039300,62614,132825,2006,4,162.999
USGS,8039300,62614,132825,2006,5,163.252
USGS,8039300,62614,132825,2006,6,162.728
USGS,8039300,62614,132825,2006,7,162.111
USGS,8039300,62614,132825,2006,8,161.426
USGS,8039300,62614,132825,2006,9,160.192
USGS,8039300,62614,132825,2006,11,162.77
USGS,8039300,62614,132825,2006,12,162.474
USGS,8039300,62614,132825,2007,2,166.659
USGS,8039300,62614,132825,2007,3,164.681
USGS,8039300,62614,132825,2007,4,164.254
USGS,8039300,62614,132825,2007,5,164.279
USGS,8039300,62614,132825,2007,6,164.326
USGS,8039300,62614,132825,2007,7,165.328
USGS,8039300,62614,132825,2007,8,165.133
USGS,8039300,62614,132825,2007,9,162.109
USGS,8039300,62614,132825,2007,10,160.059
USGS,8039300,62614,132825,2007,11,159.144
USGS,8039300,62614,132825,2007,12,158.98
USGS,8039300,62614,132825,2008,1,159.025
USGS,8039300,62614,132825,2008,2,160.261
USGS,8039300,62614,132825,2008,3,162.733
USGS,8039300,62614,132825,2008,4,164.064
USGS,8039300,62614,132825,2008,5,163.309
USGS,8039300,62614,132825,2008,6,162.808
USGS,8039300,62614,132825,2008,7,161.842
USGS,8039300,62614,132825,2008,8,160.421
USGS,8039300,62614,132825,2008,9,159.223
USGS,8039300,62614,132825,2008,10,157.495
USGS,8039300,62614,132825,2008,11,157.278
USGS,8039300,62614,132825,2008,12,157.393
USGS,8039300,62614,132825,2009,1,157.787
USGS,8039300,62614,132825,2009,2,158.136
USGS,8039300,62614,132825,2009,3,159.073
USGS,8039300,62614,132825,2009,4,161.675
USGS,8039300,62614,132825,2009,5,163.103
USGS,8039300,62614,132825,2009,6,162.428
USGS,8039300,62614,132825,2009,7,161.491
USGS,8039300,62614,132825,2009,8,160.86
USGS,8039300,62614,132825,2009,9,159.953
USGS,8039300,62614,132825,2009,10,159.912
USGS,8039300,62614,132825,2009,11,163.637
USGS,8039300,62614,132825,2009,12,162.692
USGS,8039300,62614,132825,2010,1,162.795
USGS,8039300,62614,132825,2010,2,163.516
USGS,8039300,62614,132825,2010,3,164.878
USGS,8039300,62614,132825,2010,4,164.574
USGS,8039300,62614,132825,2010,5,163.585
USGS,8039300,62614,132825,2010,6,162.456
USGS,8039300,62614,132825,2010,7,161.302
USGS,8039300,62614,132825,2010,8,159.585
USGS,8039300,62614,132825,2010,9,157.778
USGS,8039300,62614,132825,2010,10,156.209
USGS,8039300,62614,132825,2010,11,155.916
USGS,8039300,62614,132825,2010,12,155.87
USGS,8039300,62614,132825,2011,1,155.847
USGS,8039300,62614,132825,2011,2,156.566
USGS,8039300,62614,132825,2011,3,156.621
USGS,8039300,62614,132825,2011,4,156.361
USGS,8039300,62614,132825,2011,5,155.943
USGS,8039300,62614,132825,2011,6,155.704
USGS,8039300,62614,132825,2011,7,154.736
USGS,8039300,62614,132825,2011,8,153.352
USGS,8039300,62614,132825,2011,9,152.081
USGS,8039300,62614,132825,2011,10,151.249
USGS,8039300,62614,132825,2011,11,150.849
USGS,8039300,62614,132825,2011,12,151.375
USGS,8039300,62614,132825,2012,1,153.504
USGS,8039300,62614,132825,2012,2,156.092
USGS,8039300,62614,132825,2012,3,160.229
USGS,8039300,62614,132825,2012,4,163.608
USGS,8039300,62614,132825,2012,5,163.996
USGS,8039300,62614,132825,2012,6,163.353
USGS,8039300,62614,132825,2012,7,163.157
USGS,8039300,62614,132825,2012,8,162.032
USGS,8039300,62614,132825,2012,9,160.625
USGS,8039300,62614,132825,2012,10,160.943
USGS,8039300,62614,132825,2012,11,160.046
USGS,8039300,62614,132825,2012,12,159.602
USGS,8039300,62614,132825,2013,1,160.766
USGS,8039300,62614,132825,2013,2,161.895
USGS,8039300,62614,132825,2013,3,162.404
USGS,8039300,62614,132825,2013,4,162.631
USGS,8039300,62614,132825,2013,5,162.418
USGS,8039300,62614,132825,2013,6,162.106
USGS,8039300,62614,132825,2013,7,160.9
USGS,8039300,62614,132825,2013,8,159.36
USGS,8039300,62614,132825,2013,9,158.026
USGS,8039300,62614,132825,2013,10,157.734
USGS,8039300,62614,132825,2013,11,158.459
USGS,8039300,62614,132825,2013,12,159.638
USGS,8039300,62614,132825,2014,1,160.477
USGS,8039300,62614,132825,2014,2,160.812
USGS,8039300,62614,132825,2014,3,161.312
USGS,8039300,62614,132825,2014,4,162.256
USGS,8039300,62614,132825,2014,5,162.905
USGS,8039300,62614,132825,2014,6,164.37
USGS,8039300,62614,132825,2014,7,164.399
USGS,8039300,62614,132825,2014,8,164.026
USGS,8039300,62614,132825,2014,9,162.832
USGS,8039300,62614,132825,2014,10,162.063
USGS,8039300,62614,132825,2014,11,161.503
USGS,8039300,62614,132825,2014,12,161.435
USGS,8039300,62614,132825,2015,1,163.992
USGS,8039300,62614,132825,2015,2,164.681
USGS,8039300,62614,132825,2015,3,166.731
USGS,8039300,62614,132825,2015,4,168.762
USGS,8039300,62614,132825,2015,5,169.481
USGS,8039300,62614,132825,2015,6,173.52
USGS,8039300,62614,132825,2015,7,170.025
USGS,8039300,62614,132825,2015,8,164.95
USGS,8039300,62614,132825,2015,9,163.375
USGS,8039300,62614,132825,2015,10,162.003
USGS,8039300,62614,132825,2015,11,162.394
USGS,8039300,62614,132825,2016,1,165.844
USGS,8039300,62614,132825,2016,2,164.45
USGS,8039300,62614,132825,2016,3,168.275
USGS,8039300,62614,132825,2016,4,167.745
USGS,8039300,62614,132825,2016,5,168.175
USGS,8039300,62614,132825,2016,6,168.546
USGS,8039300,62614,132825,2016,7,164.615
USGS,8039300,62614,132825,2016,8,163.415
USGS,8039300,62614,132825,2016,9,163.175
USGS,8039300,62614,132825,2016,10,161.872
USGS,8039300,62614,132825,2016,11,161.058
USGS,8039300,62614,132825,2016,12,161.294
USGS,8039300,62614,132825,2017,1,161.821
USGS,8039300,62614,132825,2017,2,162.965
USGS,8039300,62614,132825,2017,3,162.919
USGS,8039300,62614,132825,2017,4,162.931
USGS,8039300,62614,132825,2017,5,163.023
USGS,8039300,62614,132825,2017,6,164.573
USGS,8039300,62614,132825,2017,7,164.091
USGS,8039300,62614,132825,2017,8,163.455
USGS,8039300,62614,132825,2017,9,166.042
USGS,8039300,62614,132825,2017,10,163.922
USGS,8039300,62614,132825,2017,11,162.764
USGS,8039300,62614,132825,2017,12,161.713
USGS,8039300,62614,132825,2018,1,161.659
USGS,8039300,62614,132825,2018,2,162.707
USGS,8039300,62614,132825,2018,3,165.75
USGS,8039300,62614,132825,2018,5,164.264
USGS,8039300,62614,132825,2018,6,162.88
USGS,8039300,62614,132825,2018,9,160.694
USGS,8039300,62614,132825,2018,10,161.48
USGS,8039300,62614,132825,2018,11,163.949
USGS,8039300,62614,132825,2018,12,167.193
USGS,8039300,62614,132825,2019,1,173.967
USGS,8039300,62614,132825,2019,2,173.291
USGS,8039300,62614,132825,2019,3,169.058
USGS,8039300,62614,132825,2019,4,165.358
USGS,8039300,62614,132825,2019,5,167.907
USGS,8039300,62614,132825,2019,6,168.383
USGS,8039300,62614,132825,2019,7,164.979
USGS,8039300,62614,132825,2019,8,163.495
USGS,8039300,62614,132825,2019,9,162.636
USGS,8039300,62614,132825,2019,10,161.852
USGS,8039300,62614,132825,2019,11,162.06
USGS,8039300,62614,132825,2019,12,162.009
USGS,8039300,62614,132825,2020,1,162.879
USGS,8039300,62614,132825,2020,2,164.196
USGS,8039300,62614,132825,2020,3,165.147
USGS,8039300,62614,132825,2020,4,164.939
USGS,8039300,62614,132825,2020,6,163.909
USGS,8039300,62614,132825,2020,7,163.207
USGS,8052800,62614,133451,1997,10,518.865
USGS,8052800,62614,133451,1997,11,518.438
USGS,8052800,62614,133451,1997,12,519.094
USGS,8052800,62614,133451,1998,1,522.234
USGS,8052800,62614,133451,1998,2,522.368
USGS,8052800,62614,133451,1998,3,523.746
USGS,8052800,62614,133451,1998,4,522.722
USGS,8052800,62614,133451,1998,5,521.992
USGS,8052800,62614,133451,1998,6,521.059
USGS,8052800,62614,133451,1998,7,519.264
USGS,8052800,62614,133451,1998,8,517.199
USGS,8052800,62614,133451,1998,9,515.445
USGS,8052800,62614,133451,1998,10,514.629
USGS,8052800,62614,133451,1998,11,514.228
USGS,8052800,62614,133451,1998,12,515.05
USGS,8052800,62614,133451,1999,1,514.857
USGS,8052800,62614,133451,1999,2,514.918
USGS,8052800,62614,133451,1999,3,514.5
USGS,8052800,62614,133451,1999,4,514.653
USGS,8052800,62614,133451,1999,5,514.918
USGS,8052800,62614,133451,1999,6,515.788
USGS,8052800,62614,133451,1999,7,514.883
USGS,8052800,62614,133451,1999,8,513.073
USGS,8052800,62614,133451,1999,9,511.099
USGS,8052800,62614,133451,1999,10,509.63
USGS,8052800,62614,133451,1999,11,508.754
USGS,8052800,62614,133451,1999,12,508.449
USGS,8052800,62614,133451,2000,1,508.449
USGS,8052800,62614,133451,2000,2,508.469
USGS,8052800,62614,133451,2000,3,509.145
USGS,8052800,62614,133451,2000,4,509.685
USGS,8052800,62614,133451,2000,6,509.734
USGS,8052800,62614,133451,2000,7,508.539
USGS,8052800,62614,133451,2000,8,507.552
USGS,8052800,62614,133451,2000,9,508.112
USGS,8052800,62614,133451,2000,11,509.737
USGS,8052800,62614,133451,2000,12,511.883
USGS,8052800,62614,133451,2001,1,515.065
USGS,8052800,62614,133451,2001,2,520.065
USGS,8052800,62614,133451,2001,3,526.166
USGS,8052800,62614,133451,2001,4,524.028
USGS,8052800,62614,133451,2001,5,523.033
USGS,8052800,62614,133451,2001,6,522.035
USGS,8052800,62614,133451,2001,7,521.234
USGS,8052800,62614,133451,2001,9,518.652
USGS,8052800,62614,133451,2001,10,518.083
USGS,8052800,62614,133451,2002,2,517.794
USGS,8052800,62614,133451,2002,4,524.579
USGS,8052800,62614,133451,2002,5,522.661
USGS,8052800,62614,133451,2002,6,522.285
USGS,8052800,62614,133451,2002,7,521.985
USGS,8052800,62614,133451,2002,8,520.746
USGS,8052800,62614,133451,2002,9,519.446
USGS,8052800,62614,133451,2002,10,519.118
USGS,8052800,62614,133451,2002,11,519.524
USGS,8052800,62614,133451,2002,12,519.607
USGS,8052800,62614,133451,2003,1,520.724
USGS,8052800,62614,133451,2003,2,520.899
USGS,8052800,62614,133451,2003,3,522.27
USGS,8052800,62614,133451,2003,4,521.973
USGS,8052800,62614,133451,2003,5,521.549
USGS,8052800,62614,133451,2003,6,522.133
USGS,8052800,62614,133451,2003,7,521.279
USGS,8052800,62614,133451,2003,8,519.656
USGS,8052800,62614,133451,2003,9,518.848
USGS,8052800,62614,133451,2003,10,517.938
USGS,8052800,62614,133451,2003,11,517.467
USGS,8052800,62614,133451,2003,12,517.107
USGS,8052800,62614,133451,2004,1,517.112
USGS,8052800,62614,133451,2004,2,517.621
USGS,8052800,62614,133451,2004,3,518.613
USGS,8052800,62614,133451,2004,4,518.752
USGS,8052800,62614,133451,2004,5,519.585
USGS,8052800,62614,133451,2004,6,522.315
USGS,8052800,62614,133451,2004,7,523.323
USGS,8052800,62614,133451,2004,8,522.534
USGS,8052800,62614,133451,2004,9,522.044
USGS,8052800,62614,133451,2004,10,522.244
USGS,8052800,62614,133451,2004,11,523.571
USGS,8052800,62614,133451,2004,12,522.708
USGS,8052800,62614,133451,2005,1,522.681
USGS,8052800,62614,133451,2005,2,522.1
USGS,8052800,62614,133451,2005,3,522.145
USGS,8052800,62614,133451,2005,4,521.949
USGS,8052800,62614,133451,2005,5,521.459
USGS,8052800,62614,133451,2005,6,521.316
USGS,8052800,62614,133451,2005,7,520.287
USGS,8052800,62614,133451,2005,8,519.157
USGS,8052800,62614,133451,2005,9,517.838
USGS,8052800,62614,133451,2005,10,516.495
USGS,8052800,62614,133451,2005,11,515.586
USGS,8052800,62614,133451,2005,12,514.983
USGS,8052800,62614,133451,2006,1,514.55
USGS,8052800,62614,133451,2006,2,514.475
USGS,8052800,62614,133451,2006,3,515.092
USGS,8052800,62614,133451,2006,4,515.476
USGS,8052800,62614,133451,2006,5,515.458
USGS,8052800,62614,133451,2006,6,514.367
USGS,8052800,62614,133451,2006,7,513.13
USGS,8052800,62614,133451,2006,8,511.806
USGS,8052800,62614,133451,2006,9,511.973
USGS,8052800,62614,133451,2006,10,511.736
USGS,8052800,62614,133451,2006,11,511.902
USGS,8052800,62614,133451,2006,12,512.375
USGS,8052800,62614,133451,2007,1,515.087
USGS,8052800,62614,133451,2007,2,516.267
USGS,8052800,62614,133451,2007,3,516.108
USGS,8052800,62614,133451,2007,4,518.226
USGS,8052800,62614,133451,2007,5,522.471
USGS,8052800,62614,133451,2007,6,524.977
USGS,8052800,62614,133451,2007,7,532.455
USGS,8052800,62614,133451,2007,8,527.287
USGS,8052800,62614,133451,2007,9,524.757
USGS,8052800,62614,133451,2007,10,522.111
USGS,8052800,62614,133451,2007,11,521.584
USGS,8052800,62614,133451,2007,12,521.438
USGS,8052800,62614,133451,2008,1,521.25
USGS,8052800,62614,133451,2008,2,521.289
USGS,8052800,62614,133451,2008,3,523.258
USGS,8052800,62614,133451,2008,4,523.497
USGS,8052800,62614,133451,2008,5,522.185
USGS,8052800,62614,133451,2008,6,521.879
USGS,8052800,62614,133451,2008,7,520.736
USGS,8052800,62614,133451,2008,8,519.655
USGS,8052800,62614,133451,2008,9,519.116
USGS,8052800,62614,133451,2008,10,518.331
USGS,8052800,62614,133451,2008,11,518.014
USGS,8052800,62614,133451,2008,12,518.035
USGS,8052800,62614,133451,2009,1,517.915
USGS,8052800,62614,133451,2009,2,517.711
USGS,8052800,62614,133451,2009,3,517.832
USGS,8052800,62614,133451,2009,4,518.025
USGS,8052800,62614,133451,2009,5,522.078
USGS,8052800,62614,133451,2009,6,522.06
USGS,8052800,62614,133451,2009,7,521.015
USGS,8052800,62614,133451,2009,8,520.265
USGS,8052800,62614,133451,2009,9,519.868
USGS,8052800,62614,133451,2009,10,523.208
USGS,8052800,62614,133451,2009,12,522.068
USGS,8052800,62614,133451,2010,1,522.137
USGS,8052800,62614,133451,2010,2,523.499
USGS,8052800,62614,133451,2010,4,522.174
USGS,8052800,62614,133451,2010,5,521.975
USGS,8052800,62614,133451,2010,6,521.315
USGS,8052800,62614,133451,2010,7,521.141
USGS,8052800,62614,133451,2010,8,520.062
USGS,8052800,62614,133451,2010,9,521.754
USGS,8052800,62614,133451,2010,10,521.622
USGS,8052800,62614,133451,2010,11,521.344
USGS,8052800,62614,133451,2010,12,521.119
USGS,8052800,62614,133451,2011,1,521.396
USGS,8052800,62614,133451,2011,2,521.415
USGS,8052800,62614,133451,2011,3,521.021
USGS,8052800,62614,133451,2011,4,520.553
USGS,8052800,62614,133451,2011,5,521.728
USGS,8052800,62614,133451,2011,6,521.388
USGS,8052800,62614,133451,2011,7,519.961
USGS,8052800,62614,133451,2011,8,518.113
USGS,8052800,62614,133451,2011,9,516.438
USGS,8052800,62614,133451,2011,10,515.524
USGS,8052800,62614,133451,2011,11,515.015
USGS,8052800,62614,133451,2011,12,515.634
USGS,8052800,62614,133451,2012,1,516.997
USGS,8052800,62614,133451,2012,2,520.854
USGS,8052800,62614,133451,2012,3,522.505
USGS,8052800,62614,133451,2012,4,522.358
USGS,8052800,62614,133451,2012,5,521.502
USGS,8052800,62614,133451,2012,6,521.266
USGS,8052800,62614,133451,2012,7,520.042
USGS,8052800,62614,133451,2012,8,518.581
USGS,8052800,62614,133451,2012,9,517.493
USGS,8052800,62614,133451,2012,10,516.908
USGS,8052800,62614,133451,2012,11,516.2
USGS,8052800,62614,133451,2012,12,515.66
USGS,8052800,62614,133451,2013,1,516.201
USGS,8052800,62614,133451,2013,2,516.461
USGS,8052800,62614,133451,2013,3,516.708
USGS,8052800,62614,133451,2013,4,517.238
USGS,8052800,62614,133451,2013,5,517.065
USGS,8052800,62614,133451,2013,6,517.209
USGS,8052800,62614,133451,2013,7,516.425
USGS,8052800,62614,133451,2013,8,515.206
USGS,8052800,62614,133451,2013,9,513.937
USGS,8052800,62614,133451,2013,10,513.306
USGS,8052800,62614,133451,2013,11,513.469
USGS,8052800,62614,133451,2013,12,514.102
USGS,8052800,62614,133451,2014,1,514.804
USGS,8052800,62614,133451,2014,2,514.466
USGS,8052800,62614,133451,2014,3,514.091
USGS,8052800,62614,133451,2014,4,514.322
USGS,8052800,62614,133451,2014,5,514.245
USGS,8052800,62614,133451,2014,6,514.066
USGS,8052800,62614,133451,2014,7,514.477
USGS,8052800,62614,133451,2014,8,516.675
USGS,8052800,62614,133451,2014,9,515.779
USGS,8052800,62614,133451,2014,10,515.12
USGS,8052800,62614,133451,2014,11,514.665
USGS,8052800,62614,133451,2014,12,514.522
USGS,8052800,62614,133451,2015,1,514.811
USGS,8052800,62614,133451,2015,2,515.138
USGS,8052800,62614,133451,2015,3,516.988
USGS,8052800,62614,133451,2015,4,519.89
USGS,8052800,62614,133451,2015,5,529.062
USGS,8052800,62614,133451,2015,6,534.775
USGS,8052800,62614,133451,2015,7,531.001
USGS,8052800,62614,133451,2015,8,525.711
USGS,8052800,62614,133451,2015,9,522.245
USGS,8052800,62614,133451,2015,10,521.755
USGS,8052800,62614,133451,2015,11,523.436
USGS,8052800,62614,133451,2015,12,529.33
USGS,8052800,62614,133451,2016,1,528.976
USGS,8052800,62614,133451,2016,2,523.312
USGS,8052800,62614,133451,2016,3,523.988
USGS,8052800,62614,133451,2016,4,523.416
USGS,8052800,62614,133451,2016,5,523.059
USGS,8052800,62614,133451,2016,6,527.094
USGS,8052800,62614,133451,2016,7,523.748
USGS,8052800,62614,133451,2016,8,521.821
USGS,8052800,62614,133451,2016,9,521.672
USGS,8052800,62614,133451,2016,10,521.493
USGS,8052800,62614,133451,2016,11,521.998
USGS,8052800,62614,133451,2016,12,522.023
USGS,8052800,62614,133451,2017,1,522.185
USGS,8052800,62614,133451,2017,2,522.121
USGS,8052800,62614,133451,2017,3,521.95
USGS,8052800,62614,133451,2017,4,522.359
USGS,8052800,62614,133451,2017,5,521.77
USGS,8052800,62614,133451,2017,6,522.337
USGS,8052800,62614,133451,2017,7,522.155
USGS,8052800,62614,133451,2017,8,521.859
USGS,8052800,62614,133451,2017,9,521.93
USGS,8052800,62614,133451,2017,10,521.05
USGS,8052800,62614,133451,2017,11,520.376
USGS,8052800,62614,133451,2017,12,520.107
USGS,8052800,62614,133451,2018,1,520.448
USGS,8052800,62614,133451,2018,2,521.26
USGS,8052800,62614,133451,2018,3,523.195
USGS,8052800,62614,133451,2018,4,521.852
USGS,8052800,62614,133451,2018,5,521.621
USGS,8052800,62614,133451,2018,7,519.668
USGS,8052800,62614,133451,2018,8,518.956
USGS,8052800,62614,133451,2018,9,520.469
USGS,8052800,62614,133451,2018,11,525.993
USGS,8052800,62614,133451,2018,12,523.284
USGS,8052800,62614,133451,2019,1,523.217
USGS,8052800,62614,133451,2019,4,523.564
USGS,8052800,62614,133451,2019,5,527.723
USGS,8052800,62614,133451,2019,6,526.667
USGS,8052800,62614,133451,2019,7,522.69
USGS,8052800,62614,133451,2019,8,521.709
USGS,8052800,62614,133451,2019,9,521.025
USGS,8052800,62614,133451,2019,10,520.202
USGS,8052800,62614,133451,2019,11,521.073
USGS,8052800,62614,133451,2019,12,522.104
USGS,8052800,62614,133451,2020,1,522.913
USGS,8052800,62614,133451,2020,2,522.597
USGS,8052800,62614,133451,2020,3,525.721
USGS,8052800,62614,133451,2020,4,525.668
USGS,8052800,62614,133451,2020,5,523.529
USGS,8052800,62614,133451,2020,6,523.335
USGS,8052800,62614,133451,2020,7,521.925
USGS,8052800,62614,133451,2020,8,521.049
USGS,8052800,62614,133451,2020,9,522.288
USGS,8060500,62614,133658,2000,10,484.615
USGS,8060500,62614,133658,2000,11,485.948
USGS,8060500,62614,133658,2000,12,488.325
USGS,8060500,62614,133658,2001,1,492.495
USGS,8060500,62614,133658,2001,2,494.887
USGS,8060500,62614,133658,2001,3,498.145
USGS,8060500,62614,133658,2001,4,493.245
USGS,8060500,62614,133658,2001,5,492.521
USGS,8060500,62614,133658,2001,6,491.071
USGS,8060500,62614,133658,2001,7,489.233
USGS,8060500,62614,133658,2001,8,486.707
USGS,8060500,62614,133658,2001,9,485.694
USGS,8060500,62614,133658,2001,10,485.032
USGS,8060500,62614,133658,2001,11,484.064
USGS,8060500,62614,133658,2001,12,484.588
USGS,8060500,62614,133658,2002,1,485.847
USGS,8060500,62614,133658,2002,2,490.699
USGS,8060500,62614,133658,2002,3,492.887
USGS,8060500,62614,133658,2002,4,495.347
USGS,8060500,62614,133658,2002,6,491.738
USGS,8060500,62614,133658,2002,7,490.775
USGS,8060500,62614,133658,2002,8,489.129
USGS,8060500,62614,133658,2002,9,487.67
USGS,8060500,62614,133658,2002,10,487.554
USGS,8060500,62614,133658,2002,11,488.802
USGS,8060500,62614,133658,2002,12,488.715
USGS,8060500,62614,133658,2003,1,490.523
USGS,8060500,62614,133658,2003,2,490.692
USGS,8060500,62614,133658,2003,3,492.271
USGS,8060500,62614,133658,2003,4,491.942
USGS,8060500,62614,133658,2003,5,491.236
USGS,8060500,62614,133658,2003,6,491.314
USGS,8060500,62614,133658,2003,7,490.299
USGS,8060500,62614,133658,2003,8,488.298
USGS,8060500,62614,133658,2003,9,487.421
USGS,8060500,62614,133658,2003,10,486.585
USGS,8060500,62614,133658,2003,11,485.956
USGS,8060500,62614,133658,2003,12,485.643
USGS,8060500,62614,133658,2004,1,485.934
USGS,8060500,62614,133658,2004,2,487.257
USGS,8060500,62614,133658,2004,3,489.291
USGS,8060500,62614,133658,2004,4,489.445
USGS,8060500,62614,133658,2004,5,489.47
USGS,8060500,62614,133658,2004,6,490.287
USGS,8060500,62614,133658,2004,7,491.765
USGS,8060500,62614,133658,2004,8,490.95
USGS,8060500,62614,133658,2004,9,489.904
USGS,8060500,62614,133658,2004,10,488.971
USGS,8060500,62614,133658,2004,11,489.509
USGS,8060500,62614,133658,2004,12,491.523
USGS,8060500,62614,133658,2005,1,493.008
USGS,8060500,62614,133658,2005,3,492.051
USGS,8060500,62614,133658,2005,5,491.652
USGS,8060500,62614,133658,2005,6,491.005
USGS,8060500,62614,133658,2005,7,489.433
USGS,8060500,62614,133658,2005,8,487.876
USGS,8060500,62614,133658,2005,9,486.071
USGS,8060500,62614,133658,2005,10,484.281
USGS,8060500,62614,133658,2005,11,483.17
USGS,8060500,62614,133658,2005,12,482.565
USGS,8060500,62614,133658,2006,1,482.073
USGS,8060500,62614,133658,2006,2,482.043
USGS,8060500,62614,133658,2006,3,483.129
USGS,8060500,62614,133658,2006,4,484.14
USGS,8060500,62614,133658,2006,5,483.57
USGS,8060500,62614,133658,2006,6,482.007
USGS,8060500,62614,133658,2006,7,480.169
USGS,8060500,62614,133658,2006,8,477.892
USGS,8060500,62614,133658,2006,9,476.162
USGS,8060500,62614,133658,2006,10,475.181
USGS,8060500,62614,133658,2006,11,475.56
USGS,8060500,62614,133658,2006,12,475.447
USGS,8060500,62614,133658,2007,1,480.325
USGS,8060500,62614,133658,2007,2,484.448
USGS,8060500,62614,133658,2007,3,484.782
USGS,8060500,62614,133658,2007,4,486.449
USGS,8060500,62614,133658,2007,5,491.418
USGS,8060500,62614,133658,2007,8,492.662
USGS,8060500,62614,133658,2007,9,491.02
USGS,8060500,62614,133658,2007,10,490.023
USGS,8060500,62614,133658,2007,11,489.145
USGS,8060500,62614,133658,2007,12,488.658
USGS,8060500,62614,133658,2008,1,488.724
USGS,8060500,62614,133658,2008,2,489.399
USGS,8060500,62614,133658,2008,3,494.764
USGS,8060500,62614,133658,2008,4,493.702
USGS,8060500,62614,133658,2008,5,492.561
USGS,8060500,62614,133658,2008,6,491.742
USGS,8060500,62614,133658,2008,7,490.348
USGS,8060500,62614,133658,2008,8,488.706
USGS,8060500,62614,133658,2008,9,488.334
USGS,8060500,62614,133658,2008,10,487.7
USGS,8060500,62614,133658,2008,11,487.43
USGS,8060500,62614,133658,2008,12,487.461
USGS,8060500,62614,133658,2009,1,487.705
USGS,8060500,62614,133658,2009,2,487.86
USGS,8060500,62614,133658,2009,3,488.001
USGS,8060500,62614,133658,2009,4,488.797
USGS,8060500,62614,133658,2009,5,493.185
USGS,8060500,62614,133658,2009,6,491.757
USGS,8060500,62614,133658,2009,7,490.674
USGS,8060500,62614,133658,2009,8,489.703
USGS,8060500,62614,133658,2009,9,489.094
USGS,8060500,62614,133658,2009,10,492.704
USGS,8060500,62614,133658,2009,11,493.633
USGS,8060500,62614,133658,2009,12,492.388
USGS,8060500,62614,133658,2010,1,492.349
USGS,8060500,62614,133658,2010,2,495.801
USGS,8060500,62614,133658,2010,3,492.492
USGS,8060500,62614,133658,2010,4,492.127
USGS,8060500,62614,133658,2010,5,491.845
USGS,8060500,62614,133658,2010,6,490.837
USGS,8060500,62614,133658,2010,7,489.748
USGS,8060500,62614,133658,2010,8,487.867
USGS,8060500,62614,133658,2010,9,487.267
USGS,8060500,62614,133658,2010,10,486.815
USGS,8060500,62614,133658,2010,11,486.577
USGS,8060500,62614,133658,2010,12,486.24
USGS,8060500,62614,133658,2011,1,486.776
USGS,8060500,62614,133658,2011,2,487.139
USGS,8060500,62614,133658,2011,3,487.094
USGS,8060500,62614,133658,2011,4,486.635
USGS,8060500,62614,133658,2011,5,488.806
USGS,8060500,62614,133658,2011,6,489.219
USGS,8060500,62614,133658,2011,7,486.941
USGS,8060500,62614,133658,2011,8,483.946
USGS,8060500,62614,133658,2011,9,481.112
USGS,8060500,62614,133658,2011,10,479.485
USGS,8060500,62614,133658,2011,11,478.942
USGS,8060500,62614,133658,2011,12,479.751
USGS,8060500,62614,133658,2012,1,481.361
USGS,8060500,62614,133658,2012,2,487.209
USGS,8060500,62614,133658,2012,3,489.695
USGS,8060500,62614,133658,2012,4,492.844
USGS,8060500,62614,133658,2012,5,491.948
USGS,8060500,62614,133658,2012,6,491.069
USGS,8060500,62614,133658,2012,7,489.331
USGS,8060500,62614,133658,2012,8,487.22
USGS,8060500,62614,133658,2012,9,485.486
USGS,8060500,62614,133658,2012,10,484.235
USGS,8060500,62614,133658,2012,11,483.235
