agency_cd,site_no,parameter_cd,ts_id,year_nu,month_nu,mean_va
USGS,8018800,62614,132528,2012,1,396.214
USGS,8018800,62614,132528,2012,3,399.046
USGS,8018800,62614,132528,2012,4,401.07
USGS,8018800,62614,132528,2012,5,401.094
USGS,8018800,62614,132528,2012,6,400.945
USGS,8018800,62614,132528,2012,7,400.528
USGS,8018800,62614,132528,2012,8,399.926
USGS,8018800,62614,132528,2012,9,399.39
USGS,8018800,62614,132528,2012,10,399.081
USGS,8018800,62614,132528,2012,11,398.733
USGS,8018800,62614,132528,2012,12,398.464
USGS,8018800,62614,132528,2013,1,398.751
USGS,8018800,62614,132528,2013,2,398.841
USGS,8018800,62614,132528,2013,3,398.648
USGS,8018800,62614,132528,2013,4,398.629
USGS,8018800,62614,132528,2013,5,398.464
USGS,8018800,62614,132528,2013,6,398.439
USGS,8018800,62614,132528,2013,7,397.96
USGS,8018800,62614,132528,2013,9,397.061
USGS,8018800,62614,132528,2013,10,397.11
USGS,8018800,62614,132528,2013,11,397.258
USGS,8018800,62614,132528,2013,12,397.714
USGS,8018800,62614,132528,2014,1,398.38
USGS,8018800,62614,132528,2014,2,398.527
USGS,8018800,62614,132528,2014,3,398.697
USGS,8018800,62614,132528,2014,4,399.243
USGS,8018800,62614,132528,2014,5,399.77
USGS,8018800,62614,132528,2014,6,399.802
USGS,8018800,62614,132528,2014,7,399.364
USGS,8018800,62614,132528,2014,8,398.76
USGS,8018800,62614,132528,2014,9,397.683
USGS,8018800,62614,132528,2014,11,396.162
USGS,8018800,62614,132528,2014,12,395.604
USGS,8018800,62614,132528,2015,1,395.865
USGS,8018800,62614,132528,2015,2,396.081
USGS,8018800,62614,132528,2015,3,399.044
USGS,8018800,62614,132528,2015,4,400.833
USGS,8018800,62614,132528,2015,6,403.402
USGS,8018800,62614,132528,2015,7,403.04
USGS,8018800,62614,132528,2015,9,401.421
USGS,8018800,62614,132528,2015,10,400.956
USGS,8018800,62614,132528,2015,11,403.093
USGS,8018800,62614,132528,2015,12,403.263
USGS,8018800,62614,132528,2016,1,402.663
USGS,8018800,62614,132528,2016,2,402.547
USGS,8018800,62614,132528,2016,3,403.113
USGS,8018800,62614,132528,2016,4,402.931
USGS,8018800,62614,132528,2016,5,402.936
USGS,8018800,62614,132528,2016,7,402.197
USGS,8018800,62614,132528,2016,8,401.659
USGS,8018800,62614,132528,2016,9,401.432
USGS,8018800,62614,132528,2016,10,400.862
USGS,8018800,62614,132528,2016,11,400.295
USGS,8018800,62614,132528,2016,12,400.01
USGS,8018800,62614,132528,2017,1,400.388
USGS,8018800,62614,132528,2017,2,400.772
USGS,8018800,62614,132528,2017,3,400.928
USGS,8018800,62614,132528,2017,4,402.366
USGS,8018800,62614,132528,2017,5,403.18
USGS,8018800,62614,132528,2017,6,403.121
USGS,8018800,62614,132528,2017,7,402.787
USGS,8018800,62614,132528,2017,8,402.994
USGS,8018800,62614,132528,2017,9,402.773
USGS,8018800,62614,132528,2017,10,402.291
USGS,8018800,62614,132528,2017,11,401.885
USGS,8018800,62614,132528,2017,12,401.72
USGS,8018800,62614,132528,2018,1,401.853
USGS,8018800,62614,132528,2018,3,402.991
USGS,8018800,62614,132528,2018,4,402.635
USGS,8018800,62614,132528,2018,5,402.442
USGS,8018800,62614,132528,2018,6,401.969
USGS,8018800,62614,132528,2018,7,401.472
USGS,8018800,62614,132528,2018,8,400.956
USGS,8018800,62614,132528,2018,9,400.785
USGS,8018800,62614,132528,2018,10,401.875
USGS,8018800,62614,132528,2018,11,402.951
USGS,8018800,62614,132528,2018,12,402.896
USGS,8018800,62614,132528,2019,1,402.842
USGS,8018800,62614,132528,2019,2,402.86
USGS,8018800,62614,132528,2019,3,402.704
USGS,8018800,62614,132528,2019,4,403.023
USGS,8018800,62614,132528,2019,5,403.323
USGS,8018800,62614,132528,2019,6,403.303
USGS,8018800,62614,132528,2019,7,402.9
USGS,8018800,62614,132528,2019,8,402.095
USGS,8018800,62614,132528,2019,9,401.884
USGS,8018800,62614,132528,2019,10,401.246
USGS,8018800,62614,132528,2019,11,401.011
USGS,8018800,62614,132528,2019,12,400.732
USGS,8018800,62614,132528,2020,1,401.018
USGS,8018800,62614,132528,2020,2,402.399
USGS,8018800,62614,132528,2020,3,402.983
USGS,8018800,62614,132528,2020,4,402.857
USGS,8018800,62614,132528,2020,5,403.133
USGS,8018800,62614,132528,2020,6,402.871
USGS,8018800,62614,132528,2020,7,402.482
USGS,8025350,62614,132677,1999,10,166.776
USGS,8025350,62614,132677,1999,11,166.365
USGS,8025350,62614,132677,1999,12,166.246
USGS,8025350,62614,132677,2000,1,166.111
USGS,8025350,62614,132677,2000,2,165.902
USGS,8025350,62614,132677,2000,3,166.309
USGS,8025350,62614,132677,2000,4,169.12
USGS,8025350,62614,132677,2000,5,170.894
USGS,8025350,62614,132677,2000,6,171.389
USGS,8025350,62614,132677,2000,7,171.654
USGS,8025350,62614,132677,2000,8,169.826
USGS,8025350,62614,132677,2000,9,167.96
USGS,8025350,62614,132677,2000,10,166.945
USGS,8025350,62614,132677,2000,11,167.621
USGS,8025350,62614,132677,2000,12,168.779
USGS,8025350,62614,132677,2001,1,170.543
USGS,8025350,62614,132677,2001,2,171.951
USGS,8025350,62614,132677,2001,3,172.861
USGS,8025350,62614,132677,2001,4,171.861
USGS,8025350,62614,132677,2001,5,170.92
USGS,8025350,62614,132677,2001,6,171.317
USGS,8025350,62614,132677,2001,7,170.812
USGS,8025350,62614,132677,2001,8,168.964
USGS,8025350,62614,132677,2001,9,166.697
USGS,8025350,62614,132677,2001,10,163.544
USGS,8025350,62614,132677,2001,11,163.707
USGS,8025350,62614,132677,2001,12,167.937
USGS,8025350,62614,132677,2002,1,170.499
USGS,8025350,62614,132677,2002,2,170.173
USGS,8025350,62614,132677,2002,3,170.012
USGS,8025350,62614,132677,2002,4,171.967
USGS,8025350,62614,132677,2002,5,171.836
USGS,8025350,62614,132677,2002,6,171.787
USGS,8025350,62614,132677,2002,7,170.775
USGS,8025350,62614,132677,2002,8,168.836
USGS,8025350,62614,132677,2002,9,166.84
USGS,8025350,62614,132677,2002,10,166.338
USGS,8025350,62614,132677,2002,11,168.246
USGS,8025350,62614,132677,2002,12,168.859
USGS,8025350,62614,132677,2003,1,169.934
USGS,8025350,62614,132677,2003,2,169.972
USGS,8025350,62614,132677,2003,3,172.085
USGS,8025350,62614,132677,2003,4,171.039
USGS,8025350,62614,132677,2003,5,170.827
USGS,8025350,62614,132677,2003,6,170.669
USGS,8025350,62614,132677,2003,7,170.334
USGS,8025350,62614,132677,2003,8,168.771
USGS,8025350,62614,132677,2003,9,167.264
USGS,8025350,62614,132677,2003,10,166.325
USGS,8025350,62614,132677,2003,11,166.477
USGS,8025350,62614,132677,2003,12,167.294
USGS,8025350,62614,132677,2004,1,167.941
USGS,8025350,62614,132677,2004,2,171.605
USGS,8025350,62614,132677,2004,3,171.619
USGS,8025350,62614,132677,2004,4,170.288
USGS,8025350,62614,132677,2004,5,172.144
USGS,8025350,62614,132677,2004,6,172.097
USGS,8025350,62614,132677,2004,7,171.957
USGS,8025350,62614,132677,2004,8,170.278
USGS,8025350,62614,132677,2004,9,168.596
USGS,8025350,62614,132677,2004,10,168.467
USGS,8025350,62614,132677,2004,11,169.172
USGS,8025350,62614,132677,2004,12,170.029
USGS,8025350,62614,132677,2005,1,169.051
USGS,8025350,62614,132677,2005,2,169.972
USGS,8025350,62614,132677,2005,3,169.908
USGS,8025350,62614,132677,2005,4,170.67
USGS,8025350,62614,132677,2005,5,170.088
USGS,8025350,62614,132677,2005,6,168.954
USGS,8025350,62614,132677,2005,7,167.476
USGS,8025350,62614,132677,2005,8,165.512
USGS,8025350,62614,132677,2005,9,163.611
USGS,8025350,62614,132677,2005,11,163.097
USGS,8025350,62614,132677,2005,12,162.905
USGS,8025350,62614,132677,2006,1,162.974
USGS,8025350,62614,132677,2006,2,164.776
USGS,8025350,62614,132677,2006,3,166.639
USGS,8025350,62614,132677,2006,4,168.159
USGS,8025350,62614,132677,2006,5,168.42
USGS,8025350,62614,132677,2006,6,167.21
USGS,8025350,62614,132677,2006,7,165.626
USGS,8025350,62614,132677,2006,8,163.635
USGS,8025350,62614,132677,2006,9,162.088
USGS,8025350,62614,132677,2006,10,162.923
USGS,8025350,62614,132677,2006,11,165.144
USGS,8025350,62614,132677,2006,12,165.444
USGS,8025350,62614,132677,2007,1,170.294
USGS,8025350,62614,132677,2007,2,170.36
USGS,8025350,62614,132677,2007,3,169.964
USGS,8025350,62614,132677,2007,4,170.844
USGS,8025350,62614,132677,2007,5,171.107
USGS,8025350,62614,132677,2007,6,170.933
USGS,8025350,62614,132677,2007,7,172.019
USGS,8025350,62614,132677,2007,8,171.481
USGS,8025350,62614,132677,2007,10,167.914
USGS,8025350,62614,132677,2007,11,167.673
USGS,8025350,62614,132677,2007,12,167.946
USGS,8025350,62614,132677,2008,1,168.425
USGS,8025350,62614,132677,2008,2,169.496
USGS,8025350,62614,132677,2008,3,170.695
USGS,8025350,62614,132677,2008,4,172.32
USGS,8025350,62614,132677,2008,5,171.886
USGS,8025350,62614,132677,2008,6,171.476
USGS,8025350,62614,132677,2008,7,170.35
USGS,8025350,62614,132677,2008,8,168.533
USGS,8025350,62614,132677,2008,9,168.118
USGS,8025350,62614,132677,2008,10,167.745
USGS,8025350,62614,132677,2008,11,167.863
USGS,8025350,62614,132677,2008,12,168.298
USGS,8025350,62614,132677,2009,1,168.477
USGS,8025350,62614,132677,2009,2,168.751
USGS,8025350,62614,132677,2009,3,169.936
USGS,8025350,62614,132677,2009,4,171.473
USGS,8025350,62614,132677,2009,5,171.936
USGS,8025350,62614,132677,2009,6,171.286
USGS,8025350,62614,132677,2009,7,169.822
USGS,8025350,62614,132677,2009,8,168.985
USGS,8025350,62614,132677,2009,9,168.318
USGS,8025350,62614,132677,2009,10,169.804
USGS,8025350,62614,132677,2009,11,172.357
USGS,8025350,62614,132677,2009,12,170.718
USGS,8025350,62614,132677,2010,1,169.868
USGS,8025350,62614,132677,2010,2,170.18
USGS,8025350,62614,132677,2010,3,171.857
USGS,8025350,62614,132677,2010,4,170.537
USGS,8025350,62614,132677,2010,5,170.218
USGS,8025350,62614,132677,2010,6,169.177
USGS,8025350,62614,132677,2010,7,168.274
USGS,8025350,62614,132677,2010,8,167.701
USGS,8025350,62614,132677,2010,9,166.148
USGS,8025350,62614,132677,2010,10,164.414
USGS,8025350,62614,132677,2010,11,164.062
USGS,8025350,62614,132677,2010,12,163.818
USGS,8025350,62614,132677,2011,1,163.877
USGS,8025350,62614,132677,2011,2,164.602
USGS,8025350,62614,132677,2011,3,164.574
USGS,8025350,62614,132677,2011,4,164.19
USGS,8025350,62614,132677,2011,5,163.861
USGS,8025350,62614,132677,2011,6,163.318
USGS,8025350,62614,132677,2011,7,162.642
USGS,8025350,62614,132677,2011,8,161.793
USGS,8025350,62614,132677,2011,9,160.954
USGS,8025350,62614,132677,2011,10,160.176
USGS,8025350,62614,132677,2011,11,159.734
USGS,8025350,62614,132677,2011,12,160.314
USGS,8025350,62614,132677,2012,1,162.28
USGS,8025350,62614,132677,2012,2,164.924
USGS,8025350,62614,132677,2012,3,168.855
USGS,8025350,62614,132677,2012,4,170.497
USGS,8025350,62614,132677,2012,5,170.286
USGS,8025350,62614,132677,2012,6,169.354
USGS,8025350,62614,132677,2012,7,169.317
USGS,8025350,62614,132677,2012,8,168.969
USGS,8025350,62614,132677,2012,9,168.521
USGS,8025350,62614,132677,2012,10,168.417
USGS,8025350,62614,132677,2012,11,167.773
USGS,8025350,62614,132677,2012,12,167.65
USGS,8025350,62614,132677,2013,1,169.038
USGS,8025350,62614,132677,2013,2,169.026
USGS,8025350,62614,132677,2013,3,169.172
USGS,8025350,62614,132677,2013,4,170.064
USGS,8025350,62614,132677,2013,5,170.374
USGS,8025350,62614,132677,2013,6,170.35
USGS,8025350,62614,132677,2013,7,169.256
USGS,8025350,62614,132677,2013,8,168.071
USGS,8025350,62614,132677,2013,9,167.44
USGS,8025350,62614,132677,2013,10,167.565
USGS,8025350,62614,132677,2013,11,168.245
USGS,8025350,62614,132677,2013,12,168.36
USGS,8025350,62614,132677,2014,1,168.676
USGS,8025350,62614,132677,2014,2,169.167
USGS,8025350,62614,132677,2014,3,169.727
USGS,8025350,62614,132677,2014,4,170.542
USGS,8025350,62614,132677,2014,5,171.035
USGS,8025350,62614,132677,2014,6,171.142
USGS,8025350,62614,132677,2014,7,171.277
USGS,8025350,62614,132677,2014,8,171.217
USGS,8025350,62614,132677,2014,9,170.372
USGS,8025350,62614,132677,2014,10,169.043
USGS,8025350,62614,132677,2014,11,168.146
USGS,8025350,62614,132677,2014,12,168.309
USGS,8025350,62614,132677,2015,1,169.545
USGS,8025350,62614,132677,2015,2,169.184
USGS,8025350,62614,132677,2015,3,171.802
USGS,8025350,62614,132677,2015,4,172.335
USGS,8025350,62614,132677,2015,5,172.215
USGS,8025350,62614,132677,2015,6,172.525
USGS,8025350,62614,132677,2015,7,171.836
USGS,8025350,62614,132677,2015,8,170.364
USGS,8025350,62614,132677,2015,9,168.642
USGS,8025350,62614,132677,2015,10,167.768
USGS,8025350,62614,132677,2015,11,169.827
USGS,8025350,62614,132677,2015,12,172.047
USGS,8025350,62614,132677,2016,1,172.479
USGS,8025350,62614,132677,2016,2,171.608
USGS,8025350,62614,132677,2016,3,172.45
USGS,8025350,62614,132677,2016,4,172.215
USGS,8025350,62614,132677,2016,5,172.508
USGS,8025350,62614,132677,2016,6,172.276
USGS,8025350,62614,132677,2016,7,171.472
USGS,8025350,62614,132677,2016,8,170.438
USGS,8025350,62614,132677,2016,9,169.119
USGS,8025350,62614,132677,2016,10,167.833
USGS,8025350,62614,132677,2016,11,167.307
USGS,8025350,62614,132677,2016,12,167.975
USGS,8025350,62614,132677,2017,1,168.795
USGS,8025350,62614,132677,2017,2,169.223
USGS,8025350,62614,132677,2017,3,169.438
USGS,8025350,62614,132677,2017,4,170.141
USGS,8025350,62614,132677,2017,5,171.327
USGS,8025350,62614,132677,2017,6,171.925
USGS,8025350,62614,132677,2017,7,171.557
USGS,8025350,62614,132677,2017,8,171.486
USGS,8025350,62614,132677,2017,9,170.922
USGS,8025350,62614,132677,2017,10,167.881
USGS,8025350,62614,132677,2017,11,167.554
USGS,8025350,62614,132677,2017,12,167.465
USGS,8025350,62614,132677,2018,1,167.855
USGS,8025350,62614,132677,2018,2,169.518
USGS,8025350,62614,132677,2018,3,172.366
USGS,8025350,62614,132677,2018,4,171.836
USGS,8025350,62614,132677,2018,5,170.41
USGS,8025350,62614,132677,2018,6,169.633
USGS,8025350,62614,132677,2018,7,169.205
USGS,8025350,62614,132677,2018,8,168.458
USGS,8025350,62614,132677,2018,10,168.205
USGS,8025350,62614,132677,2018,11,169.644
USGS,8025350,62614,132677,2018,12,171.537
USGS,8025350,62614,132677,2019,1,172.601
USGS,8025350,62614,132677,2019,2,171.317
USGS,8025350,62614,132677,2019,3,170.952
USGS,8025350,62614,132677,2019,4,170.062
USGS,8025350,62614,132677,2019,6,171.389
USGS,8025350,62614,132677,2019,7,170.049
USGS,8025350,62614,132677,2019,8,166.15
USGS,8025350,62614,132677,2019,9,165.174
USGS,8025350,62614,132677,2019,10,164.95
USGS,8025350,62614,132677,2019,11,164.98
USGS,8025350,62614,132677,2019,12,165.036
USGS,8025350,62614,132677,2020,2,169.008
USGS,8025350,62614,132677,2020,3,171.758
USGS,8031400,62614,132767,1999,6,345.287
USGS,8031400,62614,132767,1999,7,345.123
USGS,8031400,62614,132767,1999,8,344.355
USGS,8031400,62614,132767,1999,9,343.594
USGS,8031400,62614,132767,1999,10,342.986
USGS,8031400,62614,132767,1999,11,342.669
USGS,8031400,62614,132767,1999,12,342.619
USGS,8031400,62614,132767,2000,1,342.649
USGS,8031400,62614,132767,2000,2,342.732
USGS,8031400,62614,132767,2000,3,343.233
USGS,8031400,62614,132767,2000,4,344.161
USGS,8031400,62614,132767,2000,5,345.587
USGS,8031400,62614,132767,2000,6,345.406
USGS,8031400,62614,132767,2000,7,344.803
USGS,8031400,62614,132767,2000,8,343.877
USGS,8031400,62614,132767,2000,9,343.047
USGS,8031400,62614,132767,2000,10,342.461
USGS,8031400,62614,132767,2000,12,345.471
USGS,8031400,62614,132767,2001,1,346.003
USGS,8031400,62614,132767,2001,2,346.021
USGS,8031400,62614,132767,2001,3,346.535
USGS,8031400,62614,132767,2001,4,345.403
USGS,8031400,62614,132767,2001,5,345.223
USGS,8031400,62614,132767,2001,6,345.371
USGS,8031400,62614,132767,2001,7,344.911
USGS,8031400,62614,132767,2001,8,344.272
USGS,8031400,62614,132767,2001,9,344.671
USGS,8031400,62614,132767,2001,10,344.651
USGS,8031400,62614,132767,2001,11,344.567
USGS,8031400,62614,132767,2001,12,345.602
USGS,8031400,62614,132767,2002,1,345.251
USGS,8031400,62614,132767,2002,2,345.428
USGS,8031400,62614,132767,2002,3,345.553
USGS,8031400,62614,132767,2002,4,345.577
USGS,8031400,62614,132767,2002,5,344.996
USGS,8031400,62614,132767,2002,6,344.806
USGS,8031400,62614,132767,2002,7,344.785
USGS,8031400,62614,132767,2002,8,344.223
USGS,8031400,62614,132767,2002,9,343.698
USGS,8031400,62614,132767,2002,10,343.421
USGS,8031400,62614,132767,2002,11,343.494
USGS,8031400,62614,132767,2002,12,343.949
USGS,8031400,62614,132767,2003,1,345.035
USGS,8031400,62614,132767,2003,2,345.498
USGS,8031400,62614,132767,2003,3,345.523
USGS,8031400,62614,132767,2003,4,345.085
USGS,8031400,62614,132767,2003,5,344.873
USGS,8031400,62614,132767,2003,6,345.266
USGS,8031400,62614,132767,2003,7,344.804
USGS,8031400,62614,132767,2003,8,344.182
USGS,8031400,62614,132767,2003,9,343.795
USGS,8031400,62614,132767,2003,10,343.617
USGS,8031400,62614,132767,2003,11,343.384
USGS,8031400,62614,132767,2004,1,343.785
USGS,8031400,62614,132767,2004,2,344.848
USGS,8031400,62614,132767,2004,3,345.305
USGS,8031400,62614,132767,2004,4,345.101
USGS,8031400,62614,132767,2004,5,345.543
USGS,8031400,62614,132767,2004,6,345.164
USGS,8031400,62614,132767,2004,8,344.667
USGS,8031400,62614,132767,2004,9,344.333
USGS,8031400,62614,132767,2004,10,344.239
USGS,8031400,62614,132767,2004,11,344.188
USGS,8031400,62614,132767,2004,12,345.098
USGS,8031400,62614,132767,2005,1,345.236
USGS,8031400,62614,132767,2005,2,345.417
USGS,8031400,62614,132767,2005,3,345.348
USGS,8031400,62614,132767,2005,4,345.164
USGS,8031400,62614,132767,2005,5,344.771
USGS,8031400,62614,132767,2005,6,344.715
USGS,8031400,62614,132767,2005,7,344.295
USGS,8031400,62614,132767,2005,8,343.689
USGS,8031400,62614,132767,2005,9,343.078
USGS,8031400,62614,132767,2005,10,342.496
USGS,8031400,62614,132767,2005,11,341.993
USGS,8031400,62614,132767,2005,12,341.628
USGS,8031400,62614,132767,2006,1,341.445
USGS,8031400,62614,132767,2006,2,341.918
USGS,8031400,62614,132767,2006,3,342.695
USGS,8031400,62614,132767,2006,4,343.335
USGS,8031400,62614,132767,2006,5,343.344
USGS,8031400,62614,132767,2006,6,342.927
USGS,8031400,62614,132767,2006,7,342.286
USGS,8031400,62614,132767,2006,8,341.405
USGS,8031400,62614,132767,2006,9,340.655
USGS,8031400,62614,132767,2006,10,340.201
USGS,8031400,62614,132767,2006,11,340.261
USGS,8031400,62614,132767,2006,12,340.314
USGS,8031400,62614,132767,2007,1,344.136
USGS,8031400,62614,132767,2007,2,345.18
USGS,8031400,62614,132767,2007,3,345.243
USGS,8031400,62614,132767,2007,4,345.305
USGS,8031400,62614,132767,2007,5,345.726
USGS,8031400,62614,132767,2007,6,345.817
USGS,8031400,62614,132767,2007,7,346.4
USGS,8031400,62614,132767,2007,8,345.102
USGS,8031400,62614,132767,2007,10,344.225
USGS,8031400,62614,132767,2007,11,343.814
USGS,8031400,62614,132767,2007,12,344.183
USGS,8031400,62614,132767,2008,1,344.768
USGS,8031400,62614,132767,2008,2,345.259
USGS,8031400,62614,132767,2008,3,345.673
USGS,8031400,62614,132767,2008,4,345.465
USGS,8031400,62614,132767,2008,5,345.461
USGS,8031400,62614,132767,2008,6,345.045
USGS,8031400,62614,132767,2008,7,344.869
USGS,8031400,62614,132767,2008,8,344.887
USGS,8031400,62614,132767,2008,9,345.377
USGS,8031400,62614,132767,2008,10,345.16
USGS,8031400,62614,132767,2008,11,345.252
USGS,8031400,62614,132767,2008,12,345.196
USGS,8031400,62614,132767,2009,1,345.128
USGS,8031400,62614,132767,2009,2,345.11
USGS,8031400,62614,132767,2009,3,345.563
USGS,8031400,62614,132767,2009,4,345.634
USGS,8031400,62614,132767,2009,5,345.276
USGS,8031400,62614,132767,2009,6,344.756
USGS,8031400,62614,132767,2009,7,344.207
USGS,8031400,62614,132767,2009,8,344.229
USGS,8031400,62614,132767,2009,9,344.127
USGS,8031400,62614,132767,2009,10,345.95
USGS,8031400,62614,132767,2009,11,345.553
USGS,8031400,62614,132767,2009,12,345.494
USGS,8031400,62614,132767,2010,1,345.44
USGS,8031400,62614,132767,2010,2,345.942
USGS,8031400,62614,132767,2010,3,345.692
USGS,8031400,62614,132767,2010,4,345.216
USGS,8031400,62614,132767,2010,5,344.736
USGS,8031400,62614,132767,2010,6,345.37
USGS,8031400,62614,132767,2010,7,344.993
USGS,8031400,62614,132767,2010,8,344.287
USGS,8031400,62614,132767,2010,9,343.632
USGS,8031400,62614,132767,2010,10,342.957
USGS,8031400,62614,132767,2010,11,342.731
USGS,8031400,62614,132767,2010,12,342.46
USGS,8031400,62614,132767,2011,1,342.844
USGS,8031400,62614,132767,2011,2,343.548
USGS,8031400,62614,132767,2011,3,343.664
USGS,8031400,62614,132767,2011,4,343.39
USGS,8031400,62614,132767,2011,5,343.137
USGS,8031400,62614,132767,2011,6,342.457
USGS,8031400,62614,132767,2011,7,341.619
USGS,8031400,62614,132767,2011,8,340.558
USGS,8031400,62614,132767,2011,9,339.557
USGS,8031400,62614,132767,2011,10,338.929
USGS,8031400,62614,132767,2011,11,338.601
USGS,8031400,62614,132767,2011,12,339.023
USGS,8031400,62614,132767,2012,1,339.972
USGS,8031400,62614,132767,2012,2,341.563
USGS,8031400,62614,132767,2012,3,344.123
USGS,8031400,62614,132767,2012,4,345.189
USGS,8031400,62614,132767,2012,5,344.914
USGS,8031400,62614,132767,2012,6,344.884
USGS,8031400,62614,132767,2012,7,344.524
USGS,8031400,62614,132767,2012,8,343.972
USGS,8031400,62614,132767,2012,9,343.52
USGS,8031400,62614,132767,2012,10,343.604
USGS,8031400,62614,132767,2012,11,343.285
USGS,8031400,62614,132767,2012,12,343.142
USGS,8031400,62614,132767,2013,1,343.768
USGS,8031400,62614,132767,2013,2,344.333
USGS,8031400,62614,132767,2013,3,344.403
USGS,8031400,62614,132767,2013,4,344.765
USGS,8031400,62614,132767,2013,5,344.838
USGS,8031400,62614,132767,2013,6,344.706
USGS,8031400,62614,132767,2013,8,343.716
USGS,8031400,62614,132767,2013,9,343.223
USGS,8031400,62614,132767,2013,10,343.74
USGS,8031400,62614,132767,2013,11,345.487
USGS,8031400,62614,132767,2013,12,345.846
USGS,8031400,62614,132767,2014,1,345.475
USGS,8031400,62614,132767,2014,2,345.443
USGS,8031400,62614,132767,2014,3,345.416
USGS,8031400,62614,132767,2014,4,345.441
USGS,8031400,62614,132767,2014,5,345.207
USGS,8031400,62614,132767,2014,7,344.804
USGS,8031400,62614,132767,2014,8,344.68
USGS,8031400,62614,132767,2014,9,344.176
USGS,8031400,62614,132767,2014,10,344.093
USGS,8031400,62614,132767,2014,11,344.214
USGS,8031400,62614,132767,2014,12,344.334
USGS,8031400,62614,132767,2015,1,345.037
USGS,8031400,62614,132767,2015,4,346.09
USGS,8031400,62614,132767,2015,6,345.723
USGS,8031400,62614,132767,2015,7,344.925
USGS,8031400,62614,132767,2015,8,344.15
USGS,8031400,62614,132767,2015,9,343.647
USGS,8031400,62614,132767,2015,11,346.084
USGS,8031400,62614,132767,2015,12,346.744
USGS,8031400,62614,132767,2016,1,345.922
USGS,8031400,62614,132767,2016,2,345.297
USGS,8031400,62614,132767,2016,3,346.378
USGS,8031400,62614,132767,2016,4,345.727
USGS,8031400,62614,132767,2016,5,345.771
USGS,8031400,62614,132767,2016,6,345.53
USGS,8031400,62614,132767,2016,7,344.586
USGS,8031400,62614,132767,2016,8,344.065
USGS,8031400,62614,132767,2016,9,343.837
USGS,8031400,62614,132767,2016,10,343.386
USGS,8031400,62614,132767,2016,11,343.083
USGS,8031400,62614,132767,2016,12,343.34
USGS,8031400,62614,132767,2017,1,344.339
USGS,8031400,62614,132767,2017,2,345.176
USGS,8031400,62614,132767,2017,3,345.162
USGS,8031400,62614,132767,2017,4,345.084
USGS,8031400,62614,132767,2017,5,345
USGS,8031400,62614,132767,2017,6,345.355
USGS,8031400,62614,132767,2017,7,344.994
USGS,8031400,62614,132767,2017,8,345.151
USGS,8031400,62614,132767,2017,9,344.718
USGS,8031400,62614,132767,2017,10,344.189
USGS,8031400,62614,132767,2017,11,343.973
USGS,8031400,62614,132767,2017,12,344.276
USGS,8031400,62614,132767,2018,1,345.031
USGS,8031400,62614,132767,2018,2,345.605
USGS,8031400,62614,132767,2018,3,345.696
USGS,8031400,62614,132767,2018,4,345.358
USGS,8031400,62614,132767,2018,5,344.941
USGS,8031400,62614,132767,2018,6,344.415
USGS,8031400,62614,132767,2018,7,343.968
USGS,8031400,62614,132767,2018,8,343.244
USGS,8031400,62614,132767,2018,9,342.942
USGS,8031400,62614,132767,2018,10,343.901
USGS,8031400,62614,132767,2018,11,345.742
USGS,8031400,62614,132767,2018,12,345.747
USGS,8031400,62614,132767,2019,1,346.115
USGS,8031400,62614,132767,2019,2,345.663
USGS,8031400,62614,132767,2019,3,345.579
USGS,8031400,62614,132767,2019,4,346.024
USGS,8031400,62614,132767,2019,5,346.475
USGS,8031400,62614,132767,2019,6,345.838
USGS,8031400,62614,132767,2019,7,345.213
USGS,8031400,62614,132767,2019,8,344.526
USGS,8031400,62614,132767,2019,9,343.772
USGS,8031400,62614,132767,2019,10,343.413
USGS,8031400,62614,132767,2019,11,343.36
USGS,8031400,62614,132767,2019,12,343.405
USGS,8031400,62614,132767,2020,1,343.979
USGS,8031400,62614,132767,2020,2,345.745
USGS,8031400,62614,132767,2020,3,345.81
USGS,8031400,62614,132767,2020,4,345.932
USGS,8031400,62614,132767,2020,5,345.256
USGS,8031400,62614,132767,2020,6,344.866
USGS,8039300,62614,132825,2000,10,155.736
USGS,8039300,62614,132825,2000,11,156.151
USGS,8039300,62614,132825,2000,12,158.301
USGS,8039300,62614,132825,2001,1,162.141
USGS,8039300,62614,132825,2001,2,165.135
USGS,8039300,62614,132825,2001,3,170.887
USGS,8039300,62614,132825,2001,4,171.272
USGS,8039300,62614,132825,2001,5,166.738
USGS,8039300,62614,132825,2001,6,168.058
USGS,8039300,62614,132825,2001,7,166.107
USGS,8039300,62614,132825,2001,8,163.786
USGS,8039300,62614,132825,2001,9,163.163
USGS,8039300,62614,132825,2001,10,162.168
USGS,8039300,62614,132825,2001,11,161.715
USGS,8039300,62614,132825,2001,12,164.679
USGS,8039300,62614,132825,2002,1,165.482
USGS,8039300,62614,132825,2002,3,164.779
USGS,8039300,62614,132825,2002,4,165.91
USGS,8039300,62614,132825,2002,5,164.53
USGS,8039300,62614,132825,2002,6,163.165
USGS,8039300,62614,132825,2002,7,162.074
USGS,8039300,62614,132825,2002,8,160.73
USGS,8039300,62614,132825,2002,9,159.07
USGS,8039300,62614,132825,2002,10,158.267
USGS,8039300,62614,132825,2002,11,161.189
USGS,8039300,62614,132825,2002,12,163.016
USGS,8039300,62614,132825,2003,1,165.385
